"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"turquoise",86,73,8,0.00386090894794848,1,16,0.219178082191781,0.00963275135460566,1661,"GO:0035639","MF","purine ribonucleoside triphosphate binding","Binding to a purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."
"turquoise",86,73,9,0.00431151777649103,1,2,0.0273972602739726,0.0952380952380952,21,"GO:0045048","BP","protein insertion into ER membrane","The process that results in incorporation of a protein into an endoplasmic reticulum (ER) membrane. It depends on specific topogenic sequences of amino acids that ensure that a protein acquires the proper orientation during its insertion into the ER membrane."
"turquoise",86,73,10,0.00469604374396904,1,1,0.0136986301369863,1,1,"GO:0009087","BP","methionine catabolic process","The chemical reactions and pathways resulting in the breakdown of methionine (2-amino-4-(methylthio)butanoic acid), a sulfur-containing, essential amino acid found in peptide linkage in proteins."
"violet",142,128,1,1.03498705059483e-10,1.929629857129e-06,20,0.15625,0.0497512437810945,402,"GO:0005743","CC","mitochondrial inner membrane","The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae."
"violet",142,128,2,8.76846834325627e-10,1.6347932379167e-05,20,0.15625,0.0440528634361234,454,"GO:0019866","CC","organelle inner membrane","The inner, i.e. lumen-facing, lipid bilayer of an organelle envelope; usually highly selective to most ions and metabolites."
"violet",142,128,3,6.34532831456689e-09,0.000118302301096785,9,0.0703125,0.126760563380282,71,"GO:0005746","CC","mitochondrial respirasome","The protein complexes that form the mitochondrial electron transport system (the respiratory chain), associated with the inner mitochondrial membrane. The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."
"violet",142,128,4,6.8449778861358e-09,0.000127617767709116,22,0.171875,0.0353697749196141,622,"GO:0031966","CC","mitochondrial membrane","Either of the lipid bilayers that surround the mitochondrion and form the mitochondrial envelope."
"violet",142,128,5,1.12823457486712e-08,0.000210348054138226,10,0.078125,0.0980392156862745,102,"GO:0098800","CC","inner mitochondrial membrane protein complex","Any protein complex that is part of the inner mitochondrial membrane."
"violet",142,128,6,1.48040639787767e-08,0.000276006968820313,9,0.0703125,0.115384615384615,78,"GO:0070469","CC","respirasome","The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."
"violet",142,128,7,2.34624652486458e-08,0.000437434202095752,22,0.171875,0.033033033033033,666,"GO:0005740","CC","mitochondrial envelope","The double lipid bilayer enclosing the mitochondrion and separating its contents from the cell cytoplasm; includes the intermembrane space."
"violet",142,128,8,1.01742758241452e-07,0.00189689198465364,9,0.0703125,0.0927835051546392,97,"GO:0006119","BP","oxidative phosphorylation","The phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis."
"violet",142,128,9,1.1311011296512e-07,0.00210882494612169,32,0.25,0.0224089635854342,1428,"GO:0005739","CC","mitochondrion","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"violet",142,128,10,2.9913041168146e-07,0.00557698739538914,8,0.0625,0.1,80,"GO:0033108","BP","mitochondrial respiratory chain complex assembly","The aggregation, arrangement and bonding together of a set of components to form a mitochondrial respiratory chain complex."
"white",306,269,1,4.19640200721892e-07,0.00782377190225895,23,0.0855018587360595,0.0580808080808081,396,"GO:0050804","BP","modulation of chemical synaptic transmission","Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse.  Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission."
"white",306,269,2,2.26144616154409e-06,0.0421624022358279,15,0.0557620817843866,0.0746268656716418,201,"GO:0034703","CC","cation channel complex","An ion channel complex through which cations pass."
"white",306,269,3,5.18341938957389e-06,0.0966396710992155,65,0.241635687732342,0.0298301973382285,2179,"GO:0007399","BP","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."
"white",306,269,4,1.42808556890612e-05,0.266252273466856,28,0.104089219330855,0.0419161676646707,668,"GO:0099536","BP","synaptic signaling","Cell-cell signaling to, from or within a synapse."
"white",306,269,5,1.72556965261605e-05,0.321715206033736,16,0.0594795539033457,0.0599250936329588,267,"GO:0034702","CC","ion channel complex","A protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective ion transport down its electrochemical gradient."
"white",306,269,6,1.77854929516649e-05,0.33159273059084,27,0.100371747211896,0.0422535211267606,639,"GO:0007268","BP","chemical synaptic transmission","The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."
"white",306,269,7,2.16823830690246e-05,0.404246349938895,18,0.0669144981412639,0.0538922155688623,334,"GO:1902495","CC","transmembrane transporter complex",NA
"white",306,269,8,4.68892253030527e-05,0.874202716550114,15,0.0557620817843866,0.0579150579150579,259,"GO:0045211","CC","postsynaptic membrane","A specialized area of membrane facing the presynaptic membrane on the tip of the nerve ending and separated from it by a minute cleft (the synaptic cleft). Neurotransmitters cross the synaptic cleft and transmit the signal to the postsynaptic membrane."
"white",306,269,9,5.93233190288441e-05,1,103,0.382899628252788,0.0241784037558685,4260,"GO:0031224","CC","intrinsic component of membrane","The component of a membrane consisting of the gene products having some covalently attached portion, for example part of a peptide sequence or some other covalently attached group such as a GPI anchor, which spans or is embedded in one or both leaflets of the membrane."
"white",306,269,10,0.000123340315088254,1,99,0.368029739776952,0.0240058195926285,4124,"GO:0016021","CC","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"yellow",1083,976,1,5.4007891527454e-31,1.00692312963785e-26,269,0.275614754098361,0.124134748500231,2167,"GO:0003677","MF","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"yellow",1083,976,2,6.1107683010943e-30,1.13929164205602e-25,579,0.593237704918033,0.0890084550345888,6505,"GO:0005634","CC","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"yellow",1083,976,3,2.39932784783894e-29,4.47330683951091e-25,336,0.344262295081967,0.109983633387889,3055,"GO:0003676","MF","nucleic acid binding","Binding to a nucleic acid."
"yellow",1083,976,4,1.0798753047682e-26,2.01331951820983e-22,267,0.273565573770492,0.117311072056239,2276,"GO:0006357","BP","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"yellow",1083,976,5,1.09536820826165e-26,2.04220448748303e-22,395,0.404713114754098,0.100025322866548,3949,"GO:0016070","BP","RNA metabolic process","The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."
"yellow",1083,976,6,1.90099986141201e-26,3.54422414161655e-22,329,0.337090163934426,0.107131227613155,3071,"GO:0006351","BP","transcription, DNA-templated","The cellular synthesis of RNA on a template of DNA."
"yellow",1083,976,7,2.88103070535314e-26,5.3713936470604e-22,330,0.338114754098361,0.106761565836299,3091,"GO:0032774","BP","RNA biosynthetic process","The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."
"yellow",1083,976,8,5.75185773918167e-26,1.07237635689303e-21,198,0.202868852459016,0.133243606998654,1486,"GO:0003690","MF","double-stranded DNA binding","Binding to double-stranded DNA."
"yellow",1083,976,9,9.01050162991099e-26,1.67991792388061e-21,191,0.195696721311475,0.13517338995046,1413,"GO:1990837","MF","sequence-specific double-stranded DNA binding",NA
"yellow",1083,976,10,1.06268870021588e-25,1.98127681268248e-21,340,0.348360655737705,0.104776579352851,3245,"GO:0051252","BP","regulation of RNA metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."
"yellow4",118,103,1,0.000817490208909568,1,5,0.0485436893203883,0.0454545454545455,110,"GO:0043406","BP","positive regulation of MAP kinase activity","Any process that activates or increases the frequency, rate or extent of MAP kinase activity."
